cerl_control_number|title|publication_year|language_primary|publication_place|publication_country|publisher
470164|The most excellent and lamentable tragedie of Romeo and Juliet|1637|English|London|England|Printed by R. Young for Iohn Smethwicke, and are to be sold at his shop in St. Dunstans Church-yard in Fleetstreet, under the Dyall
470283|Venus and Adonis|1593|English|London|England|Imprinted by Richard Field
470284|Venus and Adonis|1599|English|London|England|for W. Leake
470318|The late, and much admired play, called Pericles, Prince of Tyre|1609|English|London|England|[By William White and Thomas Creede] for Henry Gosson, and are to be sold at the signe of the Sunne in Pater-noster row, &c
470324|The tragœdy of Othello, the Moore of Venice|1630|English|London|England|NA
470325|The rape of Lucrece.|1616|English|London|England|Printed by T[homas] S[nodham] for Roger Iackson, and are to be solde at his shop neere the Conduit in Fleet-street
470326|Lucrece|1600|English|London|England|I.H. for I. Harrison
470327|Lucrece|1594|English|London|England|Printed by Richard Field, for Iohn Harrison, and are to be sold at the signe of the White Greyhound in Paules Churh-yard. [sic]
470329|The late, and much admired play, called Pericles, Prince of Tyre|1630|English|London|England|Printed by I[ohn] N[orton] for R[obert] B[ird] and are to besould [sic] at his shop in Cheapside, at the signe of the Bible
470363|The vvhole contention betvveene the tvvo famous houses, Lancaster and Yorke|1619|English|London|England|[by William Jaggard] for T[homas]. P[avier]
470367|The excellent history of the merchant of Venice|1619|English|London|England|Printed by I. Roberts, [i.e. by William Jaggard for Thomas Pavier]
470405|The historie of Henry the Fourth|1639|English|London|England|Printed by John Norton, and are to be sold by Hugh Perry, at his shop next to Ivie-bridge in the Strand
470406|The history of Henrie the fourth, with the battell at Shrewseburie, betweene the King, and Lord Henrie Percy, surnamed Henrie Hotspur of the North|1613|English|London|England|Printed by W[illiam] W[hite] for Mathew Law, and are to be sold at his shop in Paules Church-yard, neere vnto S. Augustines Gate, at the signe of the Foxe
470434|The tragedie of King Richard the Second|1615|English|London|England|Printed [by Thomas Purfoot] for Mathew Law, and are to be sold at his shop in Paules Church-yard, at the signe of the Foxe
470438|The tragedie of King Richard the third|1612|English|London|England|Printed by Thomas Creede, and are to be sold by Mathew Lawe, dwelling in Pauls Church-yard, at the signe of the Foxe, neare S. Austins gate
470443|M. VVilliam Shake-speare, his true chronicle history of the life and death of King Lear, and his three daughters|1619|English|London|England|Printed [by William Jaggard] for Nathaniel Butter
470444|M. William Shak-speare: his true chronicle historie of the life and death of King Lear and his three daughters|1608|Undetermined|London|England|Printed [by Nicholas Okes] for Nathaniel Butter, and are to be sold at his shop in Pauls Church-yard at the signe of the Pide Bull neere St. Austins Gate
470478|The merry vviues of Windsor|1630|English|London|England|Printed by T[homas] H[arper] for R. Meighen, and are to be sold at his shop, next to the Middle-Temple Gate, and in S. Dunstans Church-yard in Fleet-street
470479|A most pleasant and excellent conceited comedy, of Sir Iohn Falstaffe, and the merry vviues of VVindsor|1619|English|London|England|Printed [by William Jaggard] for Arthur Iohnson [i.e. Thomas Pavier]
470482|A midsommer nights dreame|1619|English|London|England|Printed by Iames Roberts, [i.e. William Jaggard for T. Pavier]
470545|The second part of Henrie the fourth, continuing to his death, and coronation of Henrie the fift|1600|English|London|England|Printed by V[alentine]. S[immes]. for Andrew Wise, and William Aspley
470550|The cronicle history of Henry the fift|1600|English|London|England|Printed by Thomas Creede, for Tho. Millington, and Iohn Busby. And are to be sold at his house in Carter Lane, next the Powle head
470551|The chronicle history of Henry the fift|1619|English|London|England|Printed [by William Jaggard] for T[homas]. P[avier]
470556|A pleasant conceited comedie called, Loues labors lost|1598|English|London|England|By W[illiam] W[hite] for Cutbert Burby
470557|Loues labours lost|1631|English|London|England|Printed by W[illiam]. S[tansby]. for Iohn Smethwicke, and are to be sold at his shop in Saint Dunstones Churchyard vnder the Diall
471520|The tragedy of Hamlet Prince of Denmarke|1619|English|London|England|Printed by W[illiam]. S[tansby]. for Iohn Smethwicke, and are to be sold at his shop in Saint Dunstans Church-yard in Fleetstreet: vnder the Diall
471521|The tragedy of Hamlet Prince of Denmark|1637|English|London|England|Printed by R. Young for Iohn Smethwicke, and are to be sold at his shop in Saint Dunstans Church-yard in Fleet-stteet [sic], under the Diall
471522|The tragedy of Hamlet Prince of Denmarke|1611|English|London|England|Printed [by George Eld or Valentine Simmes] for Iohn Smethwicke, and are to be sold at his shoppe in Saint Dunstons Church yeard in Fleetstreet. Vnder the Diall
477675|Antonius och Cleopatra|1825|Swedish|Stockholm|Sweden|Georg Scheutz
487506|The dramatic works of William Shakespeare|1821|English|London|England|Walker [u.a.]
487508|The dramatic works of William Shakespeare|1821|English|London|England|Walker [u.a.]
487756|Mr. William Shakespeares comedies, histories, and tragedies. Published according to the true Originall Coppies|1632|English|London|England|Allot, u.a
489588|The works of Shakespear in eight volumes. The genuine text (collated with all the former editions, and then corrected and emended) is here settled; being restored from the blunders of the first editors and the interpolations of the two last: with a comment and notes, critical and explanatory. By Mr. Pope and Mr. Warburton|1747|Undetermined|London|England|NA
492056|Kaufmann von Venedig. Sommernachtstraum|1812|German|Vienna|Austria|Pichler
492651|Shakespears und Friedrich Schillers auserlesene Fruechte des Geistes|1788|German|Vienna|Austria|Hörling
492675|The Plays and Poems of William Shakspeare|1790|English|London|England|Rivington [u.a.]
493120|The dramatic works of Shakspeare|1802|English|London|England|Boydell [u.a.];Bulmer
493130|The Plays of William Shakspeare|1803|English|London|England|Johnson [u.a.]
493140|The Plays Of William Shakspeare|1811|English|London|England|Nichols and Son;Payne [u.a.];Rivington
493345|The works of Shakespear|1771|English|Edinburgh|Scotland|Donaldson
493346|Midsummer night's dream. Merchant of Venice. As you like it. Taming the shrew|1773|English|London|England|Bathurst
493358|Shakspeares Dramatic works ... Appendix|1826|English|Leipzig|Germany|Fleischer
494127|The Works of Shakespear|1769|English|Edinburgh|Scotland|Balfour
494128|The Plays Of William Shakspeare|1778|English|London|England|Bathurst, Strahan, Rivington, Hinton; Davis [u.a.]
494129|The plays of William Shakspeare|1785|English|London|England|NA
494525|Wilhelm Shakespears Schauspiele|1778|German|Frankfurt|Germany|Gegel;Levrault
494526|Wilhelm Shakespears Schauspiele|1783|German|Frankfurt|Germany|Gegel;Levrault
494544|Aphorisms from Shakespeare|1812|English|London|England|Longman [u.a.]
494605|Willhelm Shakespears Schauspiele|1783|German|Mannheim|Germany|NA
498395|Cymbeline. Timon of Athens|1821|English|London|England|Rivington [u.a.]
502031|König Heinrich der Sechste. Trauerspiel von Shakspeare. Frei bearbeitet. Zweiter Theil|1829|German|Gotha|Germany|Hennings
503309|William Shakespeare's Schauspiele|1802|German|Zürich|Germany|Orell, Füßli
504231|Dramatic works of Shakespeare|1828|English|Jena|Germany|Schmid
506100|The dramatic works of Shakspeare|1824|English|London|England|Black, Young, and Young
508787|M. William Shake-speare, his true chronicle history of the life and death of King Lear, and his three daughters|1619|English|Device|NA|Printed for Nathaniel Butter
508788|Shake-Speares sonnets|1609|English|London|England|by G. Eld for T.T. and are to be solde by Iohn Wright, dwelling at Christ Church gate
514805|The tragedy of Hamlet, Prince of Denmark|1637|English|London|England|Printed by R. Young for J. Smethwicke, and are to be sold at his shop in Saint Dunstans church-yard in Fleet-street, under the Diall
519070|The plays of William Shakespeare|1803|English|London|England|J. Johnson [etc.]
520568|The comedy of errors|1816|English|London|England|Printed for Longman, Hurst, Rees, Orme and Brown
520614|The dramatic works of William Shakespeare .|1806|English|London|England|W. Miller
520641|Romeo & Juliet|1800|English|Manchester|England|Printed and sold by R. & W. Dean,; [etc., etc.]
523187|Mr. William Shakespeares Comedies, histories, and tragedies|1663|English|London|England|Printed for Philip Chetwinde
523243|The history of King Lear|1768|English|London|England|Printed for R. Baldwin, in Pater-noster-Row; and T. Becket, and Co. in the Strand
529274|An appendix to Shakspeareʼs dramatic works. Contents: The life of the author by Aug. Skottowe; his miscellaneous poems; a critical glossary, compiled after Nares, Drake, Ayscough, Hazlitt, Douce and others. With Shakspeareʼs portrait taken from the Chandos picture|1826|English|Leipzig|Germany|printed for Ernst Fleischer
533115|Measure for measure. By Will. Shakspere: printed complete from the text of Sam. Johnson and Geo. Steevens, and revised from the last editions|1785|English|London|England|printed for, and under the direction of John Bell, British-Library, Strand
534161|Coriolanus; or, the Roman matron. A tragedy. Altered from Shakespeare. Printed exactly conformable to the representation at the Theatre Royal, Drury-Lane. With the order of the ovation. By permission of the managers, under the insepection <!> of James Wrighten, prompter|1789|English|London|England|printed for J. Christie, no. 66, Drury-Lane
536151|Shakspeare's dramatische Werke, übersezt von August Wilhelm Schlegel. Erster (-dritter) Theil|1818|German|Berlin|Germany|in der Realschulbuchhandlung
537299|The Plays of Shakespeare, in nine volumes. Vol. 1 (-9|1825|English|London|England|William Pickering, chancery lane
541131|The works of Shakespeare: in eight volumes. Collated with the oldest copies, and corrected: with notes, explanatory, and critical: by Mr. Theobald|1757|English|London|England|printed for C. Hitch and L. Hawes : H. Lintot : J. and R. Tonson : J. Hodges : B. Dod : J. Rivington : M. and T. Longman : J. Brindley : C. Corbet, and T. Caslon
566415|Extrait de Macbeth tragedie de Shakespear [Texte imprimé|1740|French|NA|NA|NA
566507|The tempest, or the enchanted island. A comedy. As it is now acted at their Majesties theatre in Dorset garden [Texte imprimé|1690|English|London|England|Printed by J.M. for H. Herringman
566565|Othello, the moor of Venice. A tragedy... Written by William Shakespeare. [Texte imprimé|1687|English|London|England|Richard Bentley and S. Magnes
566634|The tragedy of Hamlet prince of Denmark, as it is now acted by Her Majesties servants. By William Shakespeare [Texte imprimé|1703|English|London|England|Rich. Wellington
566712|The life of Henry VIII. By Mr. William Shakespeare. In which are interspersed historical notes, moral reflections and observations, in respect to the unhappy fate Cardinal Wolsey met with. Never before publish'd. Adorned with several copper plates. By the author of The History of the life and times of Cardinal Wolsey... [Texte imprimé|1758|English|London|England|printed for D. Browne [etc]
566756|Romeo and Juliet. By Shakespeare, with alterations, and an additional scene, by D. Garrick. As it is performed at the Theatre-Royal in Drury-Lane [Texte imprimé|1763|English|London|England|J. and R. Tonson
588052|Mr. William Shakespeare his comedies, histories, and tragedies|1767|English|London|England|Tonson
588716|Shakespeare's works|1785|English|London|England|Bell
588852|The Dramatick Writings Of Shakspere|1788|English|London|England|Bell
588855|The Dramatick Writings Of Shakspere|1788|English|London|England|Bell
588857|The dramatic works of Shakspeare|1791|English|London|England|Boydell [u.a.];Bulmer
589025|Shakspeare's Schauspiele|1822|German|Stuttgart|Germany|Metzler
589026|Shakspeare's Schauspiele|1822|German|Stuttgart|Germany|Metzler
589087|William Shakespeare's Schauspiele|1803|German|Zürich|Germany|Orell, Füßli
589479|The Plays of William Shakspeare|1811|English|London|England|Nichols and Son;Rivington;Stockdale [u.a.]
589857|The Plays of William Shakspeare|1804|English|Leipzig|Germany|Fleischer
590261|The Plays of William Shakespeare|1823|English|London|England|Rivington [u.a.]
591479|The plays of William Shakspeare|1801|English|Basel|Switzerland|Tourneisen
592758|Shakspear's dramatische Werke|1816|German|Berlin|Germany|Realschulbuchhandlung
592901|The dramatic works of William Shakspeare|1826|Undetermined|London|England|Whittingham
593842|William Shakespeare's Schauspiele|1800|German|Zürich|Germany|Orell, Füßli u. Compagnie
594097|The dramatic works of Shakspere|1798|English|Brunsvick|NA|NA
594523|NA|1780|Undetermined|London|England|NA
602189|Julius Caesar|1777|Undetermined|Göttingen|Germany|NA
603512|Shakspeare's dramatische Werke|1812|German|Vienna|Austria|Pichler
604343|The plays of William Shakespeare|1804|English|London|England|Sharpe and Symonds
604501|The Dramatick Writings Of Shakspere|1788|English|London|England|Bell
604508|The dramatic works of Shakspeare|1802|English|London|England|Boydell [u.a.];Bulmer
604526|The Plays of William Shakspeare|1803|English|London|England|Johnson [u.a.]
604528|The Plays Of Shakspeare|1803|English|London|England|Johnson [u.a.]
604672|The Works of Shakespeare: in eight Volumes|1767|English|London|England|Woodfall [u.a.]
604674|Shakspeare's Schauspiele|1822|German|Stuttgart|Germany|Metzler
608767|Othello, the Moor of Venice|1687|English|London|England|NA
609523|King John|1820|English|London|England|Printed by D.S. Maurice; sold by T. Hughes, J. Bysh; and J. Cumming, Dublin
615190|Julius Cæsar|1734|English|London|England|Printed for J. Tonson
615216|King Richard III|1808|English|London|England|NA
615241|Coriolanus|1734|English|London|England|NA
618471|King John|1822|English|Boston Ma|USA|Wells and Lilly; [etc., etc.]
624136|M. William Shake-speare|1608|English|London|England|Nathaniel Butter
630381|Amleto, tragedia di G. Shakspeare, recata in versi italiani da Michele Leoni di Parma|1814|Italian|Firenze|Italy|per Vittorio Alauzet
631270|Shakespeare traduit de l'anglois, dédié au roi. Tome premier (-vingtieme|1776|French|Paris|France|chez l'auteur et Merigot le jeune
636979|The works of Shakespeare: in eight volumes. Collated with the oldest copies, and corrected; with notes, explanatory, and critical: by Mr. Theobald. Printed verbatim from the octavo edition|1773|English|London|England|Printed for C. Bathurst, J. Beecroft, W. Strahan, J. and F. Rivington [etc.]
641626|The plays of William Shakespeare, in eight volumes, with the corrections and illustrations of various commentators; to which are added notes by Sam. Johnson|1765|English|London|England|printed for J. and R. Tonson, C. Corbet, H. Woodfall ... [etc.!
685540|The Plays of William Shakspeare|1804|English|Leipzig|Germany|Fleischer
685962|The Plays Of William Shakspeare|1826|English|London|England|Jones
685966|Wilhelm Shakespears Schauspiele|1779|German|Frankfurt|Germany|Gegel;Levrault
685968|Antonius und Cleopatra|1825|German|Vienna|Austria|Sollinger
687469|Bell's Edition Of Shakespeare's Plays, As they are now performed at the Theatres Royal in London|1774|English|London|England|Bell [u.a.]
688123|Wilhelm Shakspears Schauspiele|1783|German|Mannheim|Germany|NA
688610|Macbeth|1802|Undetermined|Berlin|Germany|NA
689865|Henry VI. ; Pt. 1/3. Mr. Malone's dissertation|1821|English|London|England|Rivington [u.a.]
689867|The plays of William Shakspeare|1806|English|London|England|Kearsley
691628|The Plays of Wiliam Shakespeare|1808|English|Leipzig|Germany|Fleischer
695634|Shakespear Theatralische Werke|1765|German|Zürich|Germany|Orell
697952|Dramatische Werke / William Shakespeare. August Wilhelm Schlegel [Übers.|1800|Undetermined|Berlin|Germany|NA
